1536,0,0,1,0,0,1,0
1540,0,0,1,0,0,1,0
1547,1,0,3,1,0,2,0
1555,0,0,1,0,0,1,0
1561,1,0,0,1,0,0,0
1572,0,0,1,0,0,1,0
1582,0,0,1,0,0,1,0
1593,0,0,1,0,0,1,0
1594,0,1,0,0,1,0,0
1600,5,2,12,5,2,10,0
1602,0,0,1,0,0,1,0
1603,0,0,2,0,0,2,0
1610,1,0,0,1,0,0,0
1616,0,0,1,0,0,1,0
1620,0,0,2,0,0,1,0
1625,0,0,1,0,0,1,0
1627,0,1,0,0,1,0,0
1628,0,0,1,0,0,1,0
1640,0,0,1,0,0,1,0
1642,0,0,1,0,0,1,0
1644,0,0,1,0,0,1,0
1660,0,1,5,0,1,4,0
1665,0,0,1,0,0,1,0
1692,4,1,0,2,1,0,0
1699,0,0,1,0,0,1,0
1700,0,5,5,0,5,5,0
1707,0,0,1,0,0,1,0
1713-1784,0,0,1,0,0,1,0
1714,0,0,1,0,0,1,0
1715,0,0,1,0,0,1,0
1718,0,0,1,0,0,1,0
1724,0,0,1,0,0,1,0
1750,0,0,1,0,0,1,0
1752,0,0,1,0,0,1,0
1755-1793,0,0,1,0,0,1,0
1759,0,0,1,0,0,1,0
1760,0,0,1,0,0,1,0
1763,0,0,1,0,0,1,0
1770,0,0,3,0,0,3,0
1774,0,0,1,0,0,1,0
1775,0,0,4,0,0,3,0
1775-83,1,0,0,1,0,0,0
1776,0,0,3,0,0,3,0
1777,0,0,8,0,0,5,0
1780,0,3,1,0,2,1,0
1783,0,0,1,0,0,1,0
1784,0,0,1,0,0,1,0
1785,0,0,1,0,0,1,0
1786,0,0,1,0,0,1,0
1787,0,0,1,0,0,1,0
1789,0,0,7,0,0,6,0
1790,1,0,1,1,0,1,0
1791,0,0,1,0,0,1,0
1792,0,0,1,0,0,1,0
1793,0,0,2,0,0,2,0
1794-95,0,1,0,0,1,0,0
1795,0,0,1,0,0,1,0
1797,0,0,1,0,0,1,0
1798,0,3,0,0,2,0,0
1799,0,0,1,0,0,1,0
1799-1803,0,0,1,0,0,1,0
1800,12,14,67,10,14,55,0
1801-1844,0,1,0,0,1,0,0
1804,0,0,1,0,0,1,0
1805,1,0,0,1,0,0,0
1808,0,0,3,0,0,3,0
1809,0,1,1,0,1,1,0
1810,0,0,2,0,0,2,0
1812,0,1,5,0,1,3,0
1813,0,2,0,0,1,0,0
1814,0,1,0,0,1,0,0
1815,0,0,4,0,0,3,0
1816,1,1,0,1,1,0,0
1817,0,0,2,0,0,2,0
1818,0,0,3,0,0,3,0
1819,0,0,2,0,0,2,0
1820,1,2,10,1,2,8,0
1821,0,0,1,0,0,1,0
1823,0,0,1,0,0,1,0
1824,0,3,0,0,3,0,0
1825,0,0,1,0,0,1,0
1826,0,0,1,0,0,1,0
1827-28,0,0,1,0,0,1,0
1830,0,5,7,0,5,7,0
1830-1850,0,0,1,0,0,1,0
1832,1,0,1,1,0,1,0
1835,0,0,1,0,0,1,0
1836,0,3,0,0,2,0,0
1837,0,3,2,0,3,2,0
1838,0,1,0,0,1,0,0
1839,1,2,0,1,2,0,0
1840,6,4,13,6,4,10,0
1840-1911,0,1,0,0,1,0,0
1841,0,0,2,0,0,2,0
1842,0,0,1,0,0,1,0
1843,0,0,2,0,0,2,0
1843-1914,0,0,1,0,0,1,0
1844,0,0,2,0,0,2,0
1845,0,0,2,0,0,2,0
1846,0,3,2,0,3,2,0
1847,1,2,0,1,2,0,0
1847-48,0,0,1,0,0,1,0
1848,0,0,2,0,0,2,0
1849,0,0,3,0,0,3,0
1849-50,0,0,1,0,0,1,0
1850,3,3,17,3,3,17,0
1850-1870,0,0,1,0,0,1,0
1850-1889,0,0,1,0,0,1,0
1851,0,0,1,0,0,1,0
1852,0,0,6,0,0,6,0
1852-1913,0,1,0,0,1,0,0
1853,1,2,5,1,2,4,0
1853-1895,0,0,1,0,0,1,0
1854,0,2,3,0,2,3,0
1855,0,2,9,0,1,8,0
1855-1880,0,0,1,0,0,1,0
1856-1946,0,0,1,0,0,1,0
1857,0,0,8,0,0,7,0
1859,0,4,1,0,2,1,0
1859-1860,0,1,0,0,1,0,0
1860,3,1,16,3,1,16,0
1860-1909,0,1,0,0,1,0,0
1860-1926,0,0,1,0,0,1,0
1860-1938,0,0,1,0,0,1,0
1861,1,3,3,1,3,3,0
1862,1,1,1,1,1,1,0
1863,0,2,7,0,2,7,0
1863-1901,0,1,0,0,1,0,0
1864,1,1,1,1,1,1,0
1864-1916,0,0,1,0,0,1,0
1865,1,2,5,1,2,5,0
1866,0,0,8,0,0,8,0
1867,0,0,1,0,0,1,0
1868,0,0,1,0,0,1,0
1869,0,0,1,0,0,1,0
1870,1,2,30,1,2,27,0
1871,0,1,4,0,1,4,0
1871-1950,0,0,1,0,0,1,0
1872,0,0,3,0,0,3,0
1873,0,5,10,0,4,4,0
1874,0,0,3,0,0,3,0
1874-1965,1,0,0,1,0,0,0
1875,0,1,0,0,1,0,0
1876,1,5,9,1,4,9,0
1876-1917,0,0,1,0,0,1,0
1877,0,0,5,0,0,5,0
1877-1878,0,0,1,0,0,1,0
1878,0,0,2,0,0,2,0
1878-1967,0,0,1,0,0,1,0
1879,0,0,2,0,0,2,0
1880,3,6,27,3,6,25,0
1880-1932,0,0,1,0,0,1,0
1881,1,2,1,1,2,1,0
1883,0,0,2,0,0,2,0
1884,0,0,3,0,0,3,0
1885,0,0,3,0,0,3,0
1886,0,2,1,0,2,1,0
1887,0,1,3,0,1,3,0
1888,0,3,5,0,3,5,0
1889,1,0,2,1,0,2,0
1890,6,11,16,6,6,15,0
1891,0,0,2,0,0,2,0
1892,1,2,0,1,2,0,0
1893,0,1,1,0,1,1,0
1893-1951,0,0,1,0,0,1,0
1893-1966,0,0,1,0,0,1,0
1894,0,5,6,0,2,5,0
1895,0,8,1,0,6,1,0
1895-1973,0,0,1,0,0,1,0
1896,2,1,3,1,1,3,0
1896-1899,1,0,0,1,0,0,0
1896-1982,0,1,0,0,1,0,0
1897,1,1,6,1,1,6,0
1897-1902,0,0,1,0,0,1,0
1898,2,4,6,2,4,6,0
1899,0,1,2,0,1,2,0
1899-1962,0,0,1,0,0,1,0
1899-1980,0,0,1,0,0,1,0
1900,12,9,44,11,9,39,0
1900-1920,0,0,1,0,0,1,0
1901,1,2,4,1,2,4,0
1901-1966,0,0,1,0,0,1,0
1902,4,2,9,4,1,8,0
1903,2,1,15,2,1,14,0
1904,0,1,1,0,1,1,0
1904-05,0,0,1,0,0,1,0
1904-1905,0,0,1,0,0,1,0
1904-1972,0,0,1,0,0,1,0
1905,1,3,8,1,1,7,0
1905-06,0,0,1,0,0,1,0
1906,0,3,11,0,3,8,0
1906-1922,0,0,1,0,0,1,0
1906-1952,0,1,0,0,1,0,0
1907,2,2,3,2,2,3,0
1908,0,1,6,0,1,4,0
1908-1913,0,0,1,0,0,1,0
1909,2,4,18,2,4,14,0
1910,2,6,13,2,6,13,0
1911,0,1,18,0,1,12,0
1911-12,1,0,0,1,0,0,0
1911-2002,0,0,1,0,0,1,0
1912,1,15,33,1,13,31,0
1912-1937,0,0,1,0,0,1,0
1913,1,7,15,1,5,12,0
1914,8,9,26,7,9,24,0
1914-1915,0,0,2,0,0,2,0
1914-1920,0,0,1,0,0,1,0
1914-74,0,0,1,0,0,1,0
1915,6,10,19,5,8,19,0
1916,6,5,30,6,5,24,0
1916-18,0,0,1,0,0,1,0
1916-1917,0,0,1,0,0,1,0
1917,1,8,25,1,5,21,0
1917-2000,0,1,0,0,1,0,0
1918,2,7,9,2,6,9,0
1918-20,0,1,0,0,1,0,0
1919,3,3,19,2,3,19,0
1920,18,55,143,15,53,135,0
1920-1939,1,0,0,1,0,0,0
1920-1998,0,1,0,0,1,0,0
1920-2000,0,0,1,0,0,1,0
1920-style,0,0,1,0,0,1,0
1920-th,0,0,1,0,0,1,0
1921,3,5,11,3,4,11,0
1921-1922,0,0,1,0,0,1,0
1922,4,22,21,3,16,20,0
1922-most,1,0,0,1,0,0,0
1923,0,1,11,0,1,11,0
1924,4,10,22,4,10,16,0
1925,4,7,43,4,6,42,0
1925-1926,0,0,1,0,0,1,0
1925-1980,0,0,1,0,0,1,0
1926,1,9,26,1,7,22,0
1927,3,13,54,2,12,40,0
1927-1928,0,1,1,0,1,1,0
1927-1987,0,0,1,0,0,1,0
1927-1996,0,0,1,0,0,1,0
1928,6,19,43,5,18,37,0
1929,7,11,49,7,10,42,0
1929-30,1,0,0,1,0,0,0
1930,74,143,468,68,123,410,0
1930-1935,0,1,0,0,1,0,0
1930-1948,0,0,1,0,0,1,0
1930-31,1,0,1,1,0,1,0
1930-34,0,0,2,0,0,2,0
1930-45,0,0,1,0,0,1,0
1930-80,0,1,0,0,1,0,0
1930-comedy,0,1,0,0,1,0,0
1931,13,21,105,9,20,84,0
1931-1932,0,0,1,0,0,1,0
1931-1942,0,1,0,0,1,0,0
1931-39,1,0,0,1,0,0,0
1932,22,25,132,17,22,110,0
1932-34,1,0,0,1,0,0,0
1933,30,52,96,22,38,84,0
1933-1939,0,2,0,0,2,0,0
1933-1945,0,0,1,0,0,1,0
1933-35,0,0,1,0,0,1,0
1933-4,1,0,0,1,0,0,0
1933-45,0,0,1,0,0,1,0
1934,11,44,114,10,34,88,0
1934-1935,0,0,1,0,0,1,0
1934-1938,0,1,0,0,1,0,0
1934-35,0,0,1,0,0,1,0
1934-5,0,1,0,0,1,0,0
1935,9,24,99,8,20,80,0
1935-59,0,0,1,0,0,1,0
1936,18,56,83,16,47,73,0
1936-1945,0,2,0,0,2,0,0
1936-1946,0,1,0,0,1,0,0
1936-37,0,1,1,0,1,1,0
1937,11,21,105,10,19,94,0
1937-1941,0,0,1,0,0,1,0
1937-39,0,0,1,0,0,1,0
1938,9,25,94,8,24,86,0
1938-1940,0,0,1,0,0,1,0
1938-1950,0,0,1,0,0,1,0
1938-1981,0,1,0,0,1,0,0
1939,17,53,162,17,45,136,0
1939-1942,0,1,0,0,1,0,0
1939-45,0,1,0,0,1,0,0
1939-May,0,1,0,0,1,0,0
1940,45,101,391,42,92,357,0
1940-1941,0,1,0,0,1,0,0
1940-1943,0,1,0,0,1,0,0
1940-1944,0,2,0,0,1,0,0
1940-41,1,0,0,1,0,0,0
1940-43,0,0,1,0,0,1,0
1940-May,0,1,0,0,1,0,0
1941,14,16,113,14,15,101,0
1941-1943,0,1,1,0,1,1,0
1941-1945,0,2,0,0,1,0,0
1941-1956,0,0,1,0,0,1,0
1941-1991,0,1,0,0,1,0,0
1941-42,0,0,1,0,0,1,0
1941-45,0,0,1,0,0,1,0
1942,12,22,97,11,21,87,0
1942-1945,0,0,2,0,0,2,0
1942-A,0,0,2,0,0,1,0
1942-era,1,0,0,1,0,0,0
1942-February,0,1,0,0,1,0,0
1942-July,0,1,0,0,1,0,0
1943,14,33,76,12,26,66,0
1943-47,0,0,1,0,0,1,0
1944,25,29,87,21,27,74,0
1944-45,0,1,0,0,1,0,0
1944-newspap,0,0,1,0,0,1,0
1945,12,52,71,10,40,65,0
1945-1963,0,0,1,0,0,1,0
1945-2000,0,1,0,0,1,0,0
1945-46,0,0,1,0,0,1,0
1945-76,0,0,1,0,0,1,0
1946,12,29,65,11,26,60,0
1946-1949,1,0,0,1,0,0,0
1946-48,0,0,1,0,0,1,0
1946-66,1,0,0,1,0,0,0
1947,7,22,111,7,21,89,0
1947-48,0,1,0,0,1,0,0
1947-57,0,0,1,0,0,1,0
1948,20,32,64,18,31,52,0
1948-1956,0,0,1,0,0,1,0
1948-1968,0,0,1,0,0,1,0
1949,16,25,80,15,22,68,0
1949-1950,0,0,1,0,0,1,0
1949-50,0,0,1,0,0,1,0
1950,111,213,564,101,176,506,0
1950-of,0,1,0,0,1,0,0
1950-version,0,1,0,0,1,0,0
1951,12,36,74,11,30,69,0
1951-2001,0,1,0,0,1,0,0
1951-59,0,0,1,0,0,1,0
1952,10,17,88,8,16,72,0
1952-2002,0,1,0,0,1,0,0
1952-55,0,1,0,0,1,0,0
1953,11,47,72,11,38,66,0
1953-54,0,1,0,0,1,0,0
1954,14,17,121,12,16,105,0
1954-55,0,0,1,0,0,1,0
1955,13,30,70,11,27,65,0
1955-1962,0,0,1,0,0,1,0
1955-1965,0,1,1,0,1,1,0
1955-56,0,1,0,0,1,0,0
1955-59,1,0,0,1,0,0,0
1955-64,1,0,0,1,0,0,0
1956,9,25,89,9,23,78,0
1956-1959,0,0,1,0,0,1,0
1957,18,24,83,17,21,72,0
1957-1959,0,0,1,0,0,1,0
1957-1963,0,1,0,0,1,0,0
1958,11,35,81,10,32,70,0
1958-1961,0,0,1,0,0,1,0
1958-61,0,1,0,0,1,0,0
1959,18,40,116,16,37,90,0
1959-1964,0,0,1,0,0,1,0
1959-1965,0,1,0,0,1,0,0
1959-1973,0,1,0,0,1,0,0
1959-60,0,1,2,0,1,2,0
1959-were,0,0,1,0,0,1,0
1960,97,94,382,91,86,344,0
1960-1980,0,1,0,0,1,0,0
1960-70,0,0,3,0,0,3,0
1960-ish,0,0,1,0,0,1,0
1961,8,11,88,8,11,66,0
1961-1978,0,0,1,0,0,1,0
1962,10,22,66,9,19,59,0
1962-1974,0,0,1,0,0,1,0
1963,24,21,68,19,20,59,0
1963-1989,0,2,0,0,2,0,0
1963-64,0,0,1,0,0,1,0
1963-65,0,0,2,0,0,2,0
1964,11,25,99,10,22,86,0
1964-1968,0,1,0,0,1,0,0
1964-68,1,0,0,1,0,0,0
1964-97,0,0,1,0,0,1,0
1965,15,22,59,14,19,56,0
1965-1992,0,0,2,0,0,2,0
1966,17,26,53,13,22,44,0
1966-1967,0,0,1,0,0,1,0
1966-1976,0,0,1,0,0,1,0
1966-67,0,0,1,0,0,1,0
1967,20,32,86,17,30,79,0
1967-1973,1,0,0,1,0,0,0
1967-68,0,0,1,0,0,1,0
1967-69,0,0,1,0,0,1,0
1967-ha,0,1,0,0,1,0,0
1968,48,41,156,37,36,137,0
1968-19,0,1,0,0,1,0,0
1968-1971,0,0,1,0,0,1,0
1968-1973,0,0,4,0,0,4,0
1968-1988,0,1,0,0,1,0,0
1968-77,1,0,1,1,0,1,0
1968-version,0,0,3,0,0,1,0
1969,26,43,152,23,38,135,0
1969-1972,1,0,0,1,0,0,0
1969-70,1,0,1,1,0,1,0
1969-74,1,0,0,1,0,0,0
1970,156,135,636,136,120,568,0
1970-1981,0,0,1,0,0,1,0
1970-71,0,0,1,0,0,1,0
1970-73,0,0,1,0,0,1,0
1970-i,0,1,0,0,1,0,0
1970-ish,0,0,2,0,0,2,0
1971,33,48,127,29,42,106,0
1972,37,57,152,31,51,134,0
1972-73,0,1,0,0,1,0,0
1973,45,41,137,37,38,122,0
1973-74,0,0,1,0,0,1,0
1973-76,0,1,0,0,1,0,0
1974,27,34,154,24,32,139,0
1974-1979,0,1,0,0,1,0,0
1974-1980,1,0,0,1,0,0,0
1974-5,0,1,0,0,1,0,0
1974-75,0,0,2,0,0,2,0
1975,26,30,113,24,29,100,0
1975-1983,0,0,1,0,0,1,0
1975-76,0,0,2,0,0,2,0
1975-83,1,0,0,1,0,0,0
1976,29,39,145,28,36,124,0
1976-1978,0,0,1,0,0,1,0
1976-1979,0,0,1,0,0,1,0
1976-1982,0,0,1,0,0,1,0
1976-1984,1,0,0,1,0,0,0
1976-2005,0,0,1,0,0,1,0
1976-77,1,0,0,1,0,0,0
1976-78,0,0,1,0,0,1,0
1976-79,0,0,1,0,0,1,0
1977,33,31,129,32,30,119,0
1977-1978,0,0,1,0,0,1,0
1978,32,42,150,31,40,138,0
1978-79,1,0,2,1,0,2,0
1978-92,0,1,0,0,1,0,0
1979,36,36,151,32,35,134,0
1979-1980,0,0,3,0,0,2,0
1979-80,0,0,2,0,0,2,0
1979-82,1,0,1,1,0,1,0
1980,143,150,588,116,139,513,0
1980-1981,0,0,1,0,0,1,0
1980-81,0,0,1,0,0,1,0
1981,35,33,123,34,31,113,0
1981-1986,0,0,1,0,0,1,0
1981-82,0,1,1,0,1,1,0
1982,27,32,121,27,27,114,0
1982-83,0,0,1,0,0,1,0
1982-Serif,0,0,1,0,0,1,0
1983,33,61,102,33,54,94,0
1983-85,0,1,1,0,1,1,0
1984,29,53,169,27,45,154,0
1984-1985,1,0,0,1,0,0,0
1984-1995,0,0,1,0,0,1,0
1984-1996,0,0,1,0,0,1,0
1984-inspir,0,0,1,0,0,1,0
1984-style,0,0,1,0,0,1,0
1985,31,31,159,28,26,140,0
1985-86,0,0,2,0,0,2,0
1985-87,0,0,1,0,0,1,0
1985-present,0,0,1,0,0,1,0
1986,23,51,135,23,49,121,0
1986-87,0,0,1,0,0,1,0
1986-onward,0,1,0,0,1,0,0
1987,32,51,143,29,46,138,0
1987-1988,0,0,1,0,0,1,0
1988,33,42,136,31,37,128,0
1988-1993,0,0,1,0,0,1,0
1988-1996,0,0,1,0,0,1,0
1988-89,0,1,0,0,1,0,0
1989,36,38,151,29,33,144,0
1989-1995,0,0,1,0,0,1,0
1989-revolut,0,0,1,0,0,1,0
1989-sequel,0,0,1,0,0,1,0
1990,95,105,265,85,97,247,0
1990-theme,0,0,1,0,0,1,0
1990-version,0,0,1,0,0,1,0
1991,27,37,117,24,33,110,0
1991-1993,0,0,1,0,0,1,0
1991-1995,0,0,1,0,0,1,0
1991-1996,0,0,1,0,0,1,0
1991-92,0,0,1,0,0,1,0
1992,28,25,166,22,22,154,0
1992-93,0,0,1,0,0,1,0
1992-98,0,0,1,0,0,1,0
1993,47,34,144,43,31,131,0
1993-1997,0,0,1,0,0,1,0
1993-1998,0,0,1,0,0,1,0
1993-1999,0,0,1,0,0,1,0
1993-94,0,0,1,0,0,1,0
1993-99,0,1,0,0,1,0,0
1994,23,40,152,22,35,137,0
1994-1997,1,0,0,1,0,0,0
1994-2004,0,1,0,0,1,0,0
1995,26,55,149,24,50,139,0
1996,33,70,98,33,62,93,0
1996-1997,0,1,0,0,1,0,0
1996-1999,0,1,0,0,1,0,0
1996-screen,0,1,0,0,1,0,0
1996-style,0,1,0,0,1,0,0
1997,37,45,172,33,42,152,0
1997-98,0,0,1,0,0,1,0
1998,27,29,181,25,27,156,0
1998-1999,0,0,1,0,0,1,0
1998-2003,0,0,1,0,0,1,0
1998-2004,0,0,2,0,0,1,0
1998-99,0,0,1,0,0,1,0
1998-era,1,0,0,1,0,0,0
1998-ish,0,0,1,0,0,1,0
1999,54,48,234,50,47,213,0
2000,93,74,396,77,73,341,0
2001,59,96,304,54,88,271,0
2001-2003,0,2,0,0,2,0,0
2001-hit,0,1,0,0,1,0,0
2001-ish,1,0,0,1,0,0,0
2002,54,74,184,52,69,172,0
2002-2005,0,0,2,0,0,2,0
2002-2006,1,1,0,1,1,0,0
2002-doe,0,0,1,0,0,1,0
2003,59,55,217,52,50,198,0
2003-2004,0,1,0,0,1,0,0
2003-ish,0,0,1,0,0,1,0
2004,51,66,234,49,63,215,0
2005,47,91,272,41,83,251,0
2005-06,0,0,1,0,0,1,0
2005-2006,0,1,0,0,1,0,0
2006,67,94,260,56,82,237,0
2006-2008,0,0,1,0,0,1,0
2007,47,61,190,38,55,174,0
2007-2008,1,0,1,1,0,1,0
2008,38,43,127,31,40,116,0
2008-09,0,0,2,0,0,2,0
2009,19,26,94,18,19,80,0
200i,0,0,1,0,0,1,0
2010,3,9,35,3,9,33,0
2011,0,0,5,0,0,5,0
2012,2,1,13,2,1,13,0
2013,1,0,0,1,0,0,0
2014,0,0,2,0,0,2,0
2015,1,0,1,1,0,1,0
2017,0,4,2,0,3,2,0
2018,0,0,7,0,0,5,0
2019,1,1,4,1,1,4,0
2020,1,1,10,1,1,9,0
2021,0,0,2,0,0,2,0
2022,1,12,1,1,10,1,0
2023,0,1,0,0,1,0,0
2024,0,0,4,0,0,1,0
2025,0,0,4,0,0,3,0
2027,0,0,1,0,0,1,0
2030,1,1,1,1,1,1,0
2031,1,0,0,1,0,0,0
2033,1,0,0,1,0,0,0
2035,0,1,0,0,1,0,0
2036,1,8,0,1,6,0,0
2038,0,1,1,0,1,1,0
2040,0,1,0,0,1,0,0
2041,0,0,3,0,0,3,0
2042,0,0,1,0,0,1,0
2044,0,1,0,0,1,0,0
2045,0,0,1,0,0,1,0
2046,1,0,3,1,0,3,0
2047,0,1,0,0,1,0,0
2050,1,1,4,1,1,4,0
2053,0,1,0,0,1,0,0
2054,0,8,6,0,7,5,0
2060,1,0,2,1,0,2,0
2065,0,0,1,0,0,1,0
2067,0,0,1,0,0,1,0
2069,0,0,1,0,0,1,0
2070,1,0,0,1,0,0,0
2071,0,0,2,0,0,2,0
2080,1,0,1,1,0,1,0
2084,0,0,1,0,0,1,0
2087,0,0,1,0,0,1,0
2090,0,1,0,0,1,0,0
2097,0,0,1,0,0,1,0
2100,1,0,1,1,0,1,0
2112,0,0,1,0,0,1,0
2151,0,1,0,0,1,0,0
2176,0,0,3,0,0,1,0
2179,0,0,1,0,0,1,0
2200,1,2,1,1,2,1,0
2204,0,0,1,0,0,1,0
2209,0,0,1,0,0,1,0
2210,2,0,0,2,0,0,0
2257,0,1,0,0,1,0,0
2400,0,1,0,0,1,0,0
2480,0,1,0,0,1,0,0
2500,1,0,4,1,0,4,0
2504,0,0,1,0,0,1,0
2525,0,0,2,0,0,2,0
2566,0,0,1,0,0,1,0
2586,0,0,1,0,0,1,0
2600,3,0,3,1,0,3,0
2642,1,0,0,1,0,0,0
2654,0,0,1,0,0,1,0
2702,0,0,1,0,0,1,0
2728,0,0,1,0,0,1,0
2772,2,0,0,1,0,0,0
2791,0,0,1,0,0,1,0
2983,0,0,1,0,0,1,0
2996,0,0,1,0,0,1,0
2999,0,0,1,0,0,1,0
3000,62,19,136,57,17,131,0
3012,0,1,0,0,1,0,0
3199,1,0,0,1,0,0,0
3200,0,1,0,0,1,0,0
3300,0,0,1,0,0,1,0
3462,0,1,0,0,1,0,0
3480,0,0,1,0,0,1,0
3500,1,0,3,1,0,3,0
3516,0,1,0,0,1,0,0
3645,0,0,1,0,0,1,0
4000,2,3,10,2,3,9,0
4001,0,0,1,0,0,1,0
4077,0,0,1,0,0,1,0
4400,0,0,4,0,0,4,0
4402,0,0,1,0,0,1,0
4500,1,0,4,1,0,3,0
4523,0,0,1,0,0,1,0
4596,0,0,1,0,0,1,0
4836,0,0,1,0,0,1,0
4999,0,0,1,0,0,1,0
5000,1,8,18,1,6,18,0
5150,0,0,6,0,0,3,0
5179,0,0,1,0,0,1,0
5200,0,1,0,0,1,0,0
5250,1,0,0,1,0,0,0
5400,1,0,1,1,0,1,0
5482,0,0,1,0,0,1,0
5539,1,0,0,1,0,0,0
555,0,0,1,0,0,1,0
5703,0,0,2,0,0,1,0
6000,1,2,3,1,2,3,0
6200,1,0,1,1,0,1,0
6201,0,0,1,0,0,1,0
6723,0,1,0,0,1,0,0
6850,0,0,1,0,0,1,0
7000,0,0,4,0,0,4,0
7025,0,0,1,0,0,1,0
7300,2,0,0,1,0,0,0
7500,0,0,1,0,0,1,0
7600,1,0,0,1,0,0,0
7955,0,0,1,0,0,1,0
8000,1,0,3,1,0,3,0
8048,0,0,1,0,0,1,0
8169,0,0,1,0,0,1,0
8217,0,1,2,0,1,1,0
8230,0,2,2,0,1,2,0
8763,0,1,0,0,1,0,0
9000,1,0,9,1,0,8,0
9001,0,0,1,0,0,1,0
9040,0,0,1,0,0,1,0
9100,0,0,1,0,0,1,0
9211,0,0,1,0,0,1,0
9454,0,0,1,0,0,1,0
9484,0,1,0,0,1,0,0
999,0,1,0,0,1,0,0
A-10,0,0,3,0,0,2,0
A-18,1,0,0,1,0,0,0
a-arrrr,0,0,1,0,0,1,0
a-blaz,0,0,1,0,0,1,0
a-blow,0,0,1,0,0,1,0
A-bomb,0,2,8,0,2,8,0
A-budget,1,0,1,1,0,1,0
a-bustl,1,0,0,1,0,0,0
a-chang,0,0,3,0,0,3,0
a-changin,0,1,0,0,1,0,0
A-class,0,2,2,0,2,2,0
a-courtin,1,0,0,1,0,0,0
a-danc,0,0,1,0,0,1,0
a-drink,0,0,1,0,0,1,0
a-ev,0,1,0,0,1,0,0
a-family,0,0,1,0,0,1,0
A-featur,0,0,1,0,0,1,0
A-film,0,0,1,0,0,1,0
a-flutt,1,0,0,1,0,0,0
a-fly,0,0,1,0,0,1,0
A-fram,0,0,1,0,0,1,0
A-gam,1,0,1,1,0,1,0
a-Go,1,0,1,1,0,1,0
A-grad,2,2,1,2,2,1,0
A-ha,0,0,3,0,0,2,0
A-hah,0,0,1,0,0,1,0
a-hankerin,0,0,1,0,0,1,0
a-hem,1,0,0,1,0,0,0
a-histor,0,0,1,0,0,1,0
a-hol,4,0,26,4,0,16,0
A-hubba,0,0,2,0,0,1,0
a-killin,1,0,0,1,0,0,0
a-knockin,0,0,1,0,0,1,0
a-la,1,0,3,1,0,3,0
a-laffinn,0,0,1,0,0,1,0
A-level,2,1,4,2,1,4,0
a-lik,0,0,1,0,0,1,0
A-list,11,12,70,10,12,66,0
A-load,0,0,1,0,0,1,0
a-materi,1,0,0,1,0,0,0
A-minu,0,1,1,0,1,1,0
a-minut,0,0,1,0,0,1,0
a-mix,0,0,1,0,0,1,0
a-mor,0,0,1,0,0,1,0
A-movi,1,4,7,1,4,7,0
a-muck,0,0,1,0,0,1,0
A-Numb,0,0,1,0,0,1,0
A-OK,1,1,2,1,1,2,0
